stim_id,gender,age,task_rt,face_width,face_length
face_688,m,33,538.47,62.86,114.55
face_689,m,25,414.94,62.65,116.45
face_690,f,23,658.24,59.2,111.46
face_691,m,32,392.42,65.39,113.32
face_692,f,54,1266.46,61.42,120.62
face_693,m,31,477.56,59.25,113.08
face_694,m,40,550.32,59.44,122.26
face_695,f,54,573.26,61.56,113.32
face_696,m,23,397.32,65.95,108.39
face_697,m,46,330.5,63.18,114.33
face_698,f,33,341.37,62.05,109.18
face_699,f,26,633.47,63.209999999999994,109.47
face_700,f,46,529.43,61.28,114.05
face_701,f,32,410.71,59.84,116.68
face_702,f,45,593.7,61.66,116.21
face_703,f,58,364.95,57.04,115.98
face_704,f,42,360.61,62.56,109.82
face_705,m,47,371.39,62.26,113.79
face_706,m,30,421.18,62.76,120.49
face_707,m,41,534.11,65.32,114.37
face_708,m,31,423.37,67.59,108.42
face_709,f,36,463.93,61.81999999999999,113.92
face_710,m,45,974.41,59.29,120.84
face_711,m,19,650.09,64.21,114.54
face_712,m,28,301.44,62.14,114.62
face_713,m,53,417.84,63.51,116.82
face_714,f,36,945.13,65.03,107.28
face_715,f,50,378.44,61.18,111.94
face_716,f,41,425.85,59.35,119.52
face_717,m,38,924.1,65.4,115.07
face_718,f,41,313.71,60.42,110.33
face_719,f,59,513.82,59.12,118.27
face_720,f,40,494.68,63.489999999999995,112.51
face_721,m,30,318.08,64.4,114.54
face_722,f,60,461.74,61.519999999999996,114.16
face_723,f,54,579.71,63.7,112.17
face_724,f,56,668.88,61.32,114.15
face_725,f,34,433.75,64.68,110.09
face_726,m,28,775.17,62.37,114.09
face_727,f,37,557.84,60.62,109.76
face_728,m,38,696.96,62.15,115.29
face_729,m,52,529.07,63.07,111.26
face_730,f,51,671.38,64.74,112.71
face_731,m,18,350.3,64.69,112.85
face_732,m,37,337.95,64.4,110.05
face_733,m,31,779.36,60.74,118.14
face_734,f,24,750.18,56.39,117.99
face_735,m,56,815.67,64.16,115.93
face_736,f,41,468.56,62.650000000000006,114.33
face_737,f,29,507.9,59.72,113.78
face_738,m,26,720.99,62.75,112.78
face_739,m,57,445.15,63.46,111.59
face_740,f,41,833.93,59.2,115.06
face_741,f,37,966.71,66.47,110.66
face_742,m,33,684.07,65.27,111.45
face_743,f,25,1130.59,61.5,112.72
face_744,m,52,473.73,61.01,115.8
face_745,m,43,957.93,65.84,112.83
face_746,m,56,285.92,67.99,108.36
face_747,f,33,587.06,59.77,117.57
face_748,m,37,522.3,65.06,112.35
face_749,m,46,315.93,62.52,117.76
face_750,f,42,546.42,59.75,118.98
face_751,m,25,696.36,66.54,115.89
face_752,f,33,575.29,62.849999999999994,115.39
face_753,f,44,583.56,59.67,119.4
face_754,f,32,331.19,61.41,115.64
face_755,f,60,602.91,59.91,112.39
face_756,m,36,748.65,61.19,115.12
face_757,f,26,477.13,59.65,118.56
face_758,m,24,220.12,61.56,116.74
face_759,m,50,558.98,66.41,107.28
face_760,m,35,253.86,66.17,111.72
face_761,m,32,399.3,62.23,111.03
face_762,f,46,393.03,61.47,106.98
face_763,f,33,840.57,63.019999999999996,112.6
face_764,f,58,704.16,59.02,123.21
face_765,m,56,742.06,63.58,113.31
face_766,m,54,468.67,62.31,114.27
face_767,f,42,574.25,59.47,116.76
face_768,m,27,614.78,64.26,112.97
face_769,m,30,362.04,61.17,118.14
face_770,f,50,769.78,61.83,113.35
face_771,f,55,486.74,59.13,115.79
face_772,f,37,665.71,59.45,119.75
face_773,m,32,651.33,67.14,111.97
face_774,f,29,418.92,61.959999999999994,117.06
face_775,m,30,463.35,67.68,109.5
face_776,m,39,400.46,60.05,116.67
face_777,m,40,426.33,62.72,117.15
face_778,m,26,302.94,67.06,114.34
face_779,f,51,729.56,61.15,113.73
face_780,m,52,493.58,62.98,114.26
face_781,f,50,311.57,59.42,114.25
face_782,m,56,1029.9,67.27,110.97
face_783,m,50,401.47,69.24,105.48
face_784,m,37,913.09,60.15,120.17
face_785,f,41,896.75,60.82,116.35
face_786,m,25,483.54,68.74,114.29
face_787,m,50,621.58,62.64,111.49
face_788,m,23,351.8,64.47,108.21
face_789,f,50,657.11,63.05,110.38
face_790,f,28,994.8,65.89,105.3
face_791,f,37,754.98,59.29,116.85
face_792,m,45,433.25,63.91,111.99
face_793,m,36,359.07,63.1,115.43
face_794,m,18,585.66,67.1,109.77
face_795,m,53,387.34,65.71,110.04
face_796,m,41,342.84,63.28,115.6
face_797,f,33,426.79,58.83,122.19
face_798,m,49,243.64,64.03,117.05
face_799,f,21,734.42,63.81999999999999,110.21
face_800,f,35,619.03,60.42,117.24
face_801,m,59,864.46,68.54,112.91
face_802,m,60,287.6,65.55,111.24
face_803,f,36,531.98,60.98,115.27
face_804,f,60,622.99,59.19,116.26
face_805,m,58,524.53,63.28,110.1
face_806,m,28,441.16,64.51,117.51
face_807,f,38,983.53,63.83,119.02
face_808,f,23,899.45,64.32,112.07
face_809,m,59,810.64,64.62,114.43
face_810,m,50,593.97,67.6,113.28
face_811,m,39,370.29,58.98,118.33
face_812,m,23,501.73,63.33,109.66
face_813,m,37,573.91,66.75,111.17
face_814,m,32,413.55,63.31,111.44
face_815,m,23,328.68,63.51,116.93
face_816,m,18,302.28,61.22,110.81
face_817,f,55,694.66,63.39,112.62
face_818,f,28,556.37,57.81,118.14
face_819,f,56,463.97,59,110.52
face_820,f,32,513.62,59.35,119.78
face_821,m,58,754.57,65.46,116.18
face_822,f,59,604.67,64.63,111.34
face_823,f,21,407.85,62.41,112.13
face_824,f,18,298.52,62.19,105.33
face_825,f,56,526.98,60.24,116.36
face_826,m,28,812.14,61.2,116.47
face_827,f,27,395.41,59.96,119.3
face_828,f,42,855.38,59.28,117.43
face_829,m,23,675.73,62.94,113.17
face_830,f,23,743.1,63.81,109.82
face_831,f,57,445.8,65.1,106.72
face_832,f,34,493.51,60.33,113.74
face_833,f,28,277.27,62.43000000000001,115.17
face_834,m,52,370.46,61.14,112.5
face_835,f,37,494.48,59.7,116.12
face_836,f,31,576.85,58.45,114.63
face_837,m,49,484.53,63.53,110.79
face_838,f,60,350.3,63.760000000000005,114.22
face_839,f,52,424.68,60.51,111.41
face_840,m,41,1002.85,64.51,112.68
face_841,f,33,690.21,59.9,112.35
face_842,f,52,576.49,58.6,110.38
face_843,f,54,796.29,62.39,115.73
face_844,m,40,754.37,64.52,111.68
face_845,m,57,589.66,64.97,111.85
face_846,f,60,433.49,59.58,117.2
face_847,m,54,659.32,62.03,116.29
face_848,m,49,661.24,65.04,107.4
face_849,f,27,382.56,59.96,115.09
face_850,m,45,623.71,67.17,113.2
face_851,f,30,289.01,59.48,116.79
face_852,m,30,314.44,63.43,118.41
face_853,m,59,527.14,66.84,113.42
face_854,f,33,422.28,63.56999999999999,106.72
face_855,f,30,309.22,61.09,116.28
face_856,m,59,458.96,59.73,119.06
face_857,f,19,529.88,58.8,114.73
face_858,f,19,503.41,62.230000000000004,111.38
face_859,f,19,1133.14,60.33,118.58
face_860,f,57,693.78,61.18,111.79
face_861,f,60,321.1,62,115.53
face_862,m,59,353.16,62.05,115.28
face_863,f,50,444.79,58.43,113.24
face_864,m,50,445.6,61,118.31
face_865,m,26,603.14,63.7,114.35
face_866,m,57,387.06,63.55,114.48
face_867,m,54,559.69,62.66,110.42
face_868,m,33,405.18,63.53,113.29
face_869,f,34,863.32,65.67,114.91
face_870,m,30,533.85,63.09,113.78
face_871,f,35,656.64,62.599999999999994,114.82
face_872,m,35,546.43,67.41,112.23
face_873,f,53,405.04,64.44,107.59
face_874,m,48,476.47,63.33,116.94
face_875,f,43,777.12,62.31999999999999,117.14
face_876,f,57,498.71,65.37,108.19
face_877,f,18,598.18,63.33,112.02
face_878,m,37,595.98,66.01,115.66
face_879,m,46,539.91,64.56,116.71
face_880,f,60,401.47,59.58,117.71
face_881,f,33,448.02,59.22,116.13
face_882,f,41,440.38,62.400000000000006,114.8
face_883,m,35,851.05,64.44,113.8
face_884,f,35,558.43,59.17,118.25
face_885,m,31,658.81,71.25,109.94
face_886,f,41,581.91,58.3,118.02
face_887,f,40,429.16,65.32,111.09
face_888,m,47,461.45,64.49,112.54
face_889,m,58,405.6,67.56,114.41
face_890,m,22,544.25,63.82,115.56
face_891,m,54,800.97,60.57,116.05
face_892,m,20,473.92,65.54,111.92
face_893,m,51,507.16,64.61,113.38
face_894,f,36,445.14,60.56,120.44
face_895,f,28,551.53,61.01,113.17
face_896,m,21,366.94,61.62,115.35
face_897,f,28,705.69,61.17,112.87
face_898,f,28,525.84,56.38,116.6
face_899,f,30,256.57,65.44,106.86
face_900,m,46,433.5,64.94,110.02
face_901,f,40,362.15,62.72,108.54
face_902,f,23,609.5,60.4,115.51
face_903,m,32,990.71,66.17,112.9
face_904,f,34,522.49,58.78,115.2
face_905,f,25,447.71,64.83,114.79
face_906,f,33,984.56,62.459999999999994,113.05
face_907,f,45,507.15,60.4,116.6
face_908,f,20,860.6,60.41,110.4
face_909,f,50,439.41,62.72,111.74
face_910,m,21,454.54,65.54,117.24
face_911,m,58,502.55,63.58,113.24
face_912,f,60,961.33,67.04,107.66
face_913,f,60,795,61.36,111.63
face_914,f,52,597.89,61.56,109.63
face_915,m,19,1089.82,64.21,115.67
face_916,f,46,377.19,61.730000000000004,110.89
face_917,m,20,439.18,62.47,113.22
face_918,f,21,650.32,61.12,115.89
face_919,f,54,514.99,62.379999999999995,110.39
face_920,m,30,582.33,66.65,112.47
face_921,m,28,424.6,61.13,117.13
face_922,f,38,486.88,63.790000000000006,112.15
face_923,f,25,603.73,62.66,111.52
face_924,m,41,1235.67,69.77,107.83
face_925,f,39,582.29,61.48,112.64
face_926,m,26,554.43,61.52,116.35
face_927,m,48,854.69,68.67,114.28
face_928,m,45,969.92,60.39,110.71
face_929,f,35,452.01,60.29,114.12
face_930,m,39,389.42,67.66,111.57
face_931,m,36,839.58,58.67,119.69
face_932,f,30,548.82,58.62,117.52
face_933,m,49,635.27,64.63,113.43
face_934,m,24,502.31,65.92,111.68
face_935,f,20,746.06,65.81,112.58
face_936,f,39,528.43,56.39,120.22
face_937,f,39,625,63.06999999999999,113.41
face_938,f,24,505.14,64.82,115.42
face_939,m,30,665.96,66.24,113
face_940,f,43,506.85,61.7,113.3
face_941,m,30,544.6,59.4,115.32
face_942,f,50,661.28,62.17,113.38
face_943,m,24,631.77,62.91,113.26
face_944,f,60,348.79,60.43,118.6
face_945,m,27,489.86,64.55,114.52
face_946,f,24,899.07,65.81,111.7
face_947,m,26,291.78,64.91,113.71
face_948,m,20,754.35,66.77,112.49
face_949,f,30,335.37,61.61,116.7
face_950,m,35,496.7,66.47,111.9
face_951,f,43,441.63,64.21,113.54
face_952,f,34,307.67,57.69,113.56
face_953,m,26,456.54,67.89,112.24
face_954,f,45,682.68,58.07,119.37
face_955,f,20,565.03,61.25,114.38
face_956,m,57,442.96,62.58,113.67
face_957,f,45,448.4,61.12,116.24
face_958,m,51,395.87,61.63,113.78
face_959,m,22,624.66,62.59,114.75
face_960,f,53,330.22,61.19,114.75
face_961,f,20,636.15,59.66,113
face_962,f,60,366.36,55.13,118.35
face_963,f,50,576.41,57.99,117.15
face_964,m,31,680.99,66.22,110.56
face_965,m,55,518.11,62.65,114.77
face_966,m,45,578.6,66.65,112.27
face_967,f,29,257.11,64.53,110.49
face_968,f,34,385.28,64.85,112.66
face_969,f,30,313.06,63.769999999999996,115.96
face_970,f,20,689.45,61.23,115.05
face_971,f,47,453.11,56.38,112.94
face_972,f,60,371.03,61.35,109.22
face_973,f,29,668.54,60.95,110.07
face_974,m,50,590,66.44,112.27
face_975,m,33,461.3,64.72,111.94
face_976,f,19,523.15,59.03,115.97
face_977,f,29,843.47,62.39,112.97
face_978,f,46,402.24,62.86,112.19
face_979,m,42,674.96,64.35,107.4
face_980,f,43,754.84,62.370000000000005,113.53
face_981,m,43,636.93,64.07,113.99
face_982,f,28,477.73,60.02,117.37
face_983,m,30,517.47,60.87,112.81
face_984,f,44,663.72,65.14,115.42
face_985,m,31,647.63,66.94,115.58
face_986,m,51,519.36,64.9,114.3
face_987,m,45,479.28,66.18,111.89
face_988,m,19,391.43,65.17,112.78
face_989,f,25,320.53,61.56999999999999,114.36
face_990,m,19,530.81,59.9,110.8
face_991,m,58,517.99,64.83,110.19
face_992,m,45,554.78,59.64,117.66
face_993,m,40,764.42,65.13,109.06
face_994,m,60,457.88,65.96,111.98
face_995,m,57,337.92,64.32,115.06
face_996,m,38,885.92,63.99,114.63
face_997,f,52,707.43,61.12,110.29
face_998,m,30,923.01,62.22,114.61
face_999,m,45,426,67.36,113.96
face_1000,m,26,653.74,59.65,114.06
face_1001,f,40,878.15,63.730000000000004,110.89
face_1002,f,25,999.18,63.03,112.13
face_1003,m,46,981.62,62.7,117.85
face_1004,m,32,342.9,65.15,111.16
face_1005,m,37,330.66,64.42,110.97
face_1006,m,53,279.25,63.37,115.02
face_1007,f,24,314.99,55.66,120.57
face_1008,f,30,454.21,58.69,114.16
face_1009,m,31,1050.4,58.5,115.62
face_1010,f,30,974.01,61.68000000000001,118.44
face_1011,m,24,495.09,59.97,118.35
face_1012,f,26,429.31,62.43000000000001,110.53
face_1013,f,20,677.6,62.629999999999995,117.7
face_1014,f,20,594.68,62.06999999999999,113.24
face_1015,f,60,323.42,62.25,113.88
face_1016,f,26,286.91,62.66,110.02
face_1017,f,43,418.08,61.41,112.22
face_1018,m,36,382.79,66.36,112.07
face_1019,f,22,384.95,59.82,109.13
face_1020,m,19,478.97,65.18,113.37
face_1021,f,53,392.08,60.71,113.52
face_1022,f,59,295.58,63.06999999999999,113.06
face_1023,m,31,542.47,70.64,115.38
face_1024,m,55,289.84,61.87,114.3
face_1025,f,23,828.36,61.900000000000006,116.61
face_1026,m,58,360.42,65.7,107.72
face_1027,f,51,704.05,61.47,116.03
face_1028,m,25,505.72,64.31,108
face_1029,m,53,357.19,62.6,117.62
face_1030,f,50,342.38,60.33,121.81
face_1031,m,60,587.53,65.1,108.21
face_1032,f,45,878.1,56.75,117.16
face_1033,m,18,1074,63.31,115.01
face_1034,m,55,452.39,63.59,111.45
face_1035,f,38,455.97,56.48,118.96
face_1036,m,37,607.74,61.45,108.49
face_1037,m,34,597.02,65.46,114.19
face_1038,f,57,439,62.730000000000004,111.85
face_1039,m,23,773.64,65.96,114.35
face_1040,f,27,467.2,64.22,112.58
face_1041,f,40,618.84,61.24,114.89
face_1042,f,35,251.99,61.16,110.76
face_1043,f,50,556.88,64.85,116.03
face_1044,f,18,529.2,64.01,107.74
face_1045,m,26,713.27,64.77,114.24
face_1046,m,36,957.57,61.5,117.16
face_1047,f,36,276.08,58.83,117.53
face_1048,f,32,846.18,60.82,116.41
face_1049,m,22,437.77,62.33,117.41
face_1050,m,28,843.24,65.37,109.42
face_1051,f,59,1423,59.11,115.86
face_1052,m,41,988.77,63.13,119
face_1053,m,29,759.9,60.95,118.72
face_1054,f,41,849.21,61.730000000000004,110.96
face_1055,f,33,487.1,62.93000000000001,115.87
face_1056,m,24,275.64,60.71,111.82
face_1057,f,18,582.12,64.61,108.37
face_1058,m,33,294.08,66.19,114.07
face_1059,m,55,633.39,67.27,108.52
face_1060,f,27,415.47,59.82,111.4
face_1061,f,19,1245.44,60.56,110.41
face_1062,f,19,334.6,60.34,118.75
face_1063,f,32,678.25,60.11,113.9
face_1064,f,33,303.36,55.38,118.49
face_1065,m,55,537.72,67.48,111.5
face_1066,m,31,515.24,61.47,117.14
face_1067,m,54,633.17,61.1,115.53
face_1068,f,58,397.93,63.099999999999994,113.33
face_1069,m,35,572.18,59.44,118.15
face_1070,f,41,1269.54,61.599999999999994,115.93
face_1071,m,26,293.1,63.56,111.28
face_1072,m,31,421.83,67.21,110.98
face_1073,f,40,880.16,63.89,115.31
face_1074,m,29,672.7,62.43,120.09
face_1075,m,30,1075.52,67.6,111.54
face_1076,f,43,607.42,66.29,115
face_1077,f,56,382.21,56.08,120.42
face_1078,f,32,468.36,66.7,111.19
face_1079,f,52,464.08,59.66,114.56
face_1080,f,57,888.77,57.67,119.21
face_1081,f,26,587.31,62.519999999999996,112.62
face_1082,f,59,470.11,66.7,111.92
face_1083,f,42,1105.21,65.23,111.05
face_1084,f,42,287.37,55.64,122.19
face_1085,f,24,435.35,62.43000000000001,113.03
face_1086,m,32,380.27,65.67,114.28
face_1087,m,45,1381.34,60.22,116.31
face_1088,m,40,469.77,62.5,118.69
face_1089,m,29,934.49,65.85,115.32
face_1090,m,42,554.54,65.14,112.19
face_1091,m,51,529.94,64.5,109.93
face_1092,f,57,400.72,61.75,109.99
face_1093,f,39,412.35,61.72,118.68
face_1094,f,49,541.02,60.43,114.82
face_1095,m,36,705.43,69.08,110.76
face_1096,m,38,389.81,60.81,121.93
face_1097,f,19,427.56,62.010000000000005,110.78
face_1098,m,20,887.9,63.01,113.59
face_1099,f,56,557.82,62.230000000000004,110.15
face_1100,f,21,660.79,61.980000000000004,115.27
face_1101,f,42,492.37,60.46,112.56
face_1102,m,20,348.39,62.55,114.11
face_1103,f,18,756.37,62.650000000000006,113.28
face_1104,f,44,440.42,60.4,116.19
face_1105,m,32,360.64,65.04,111.85
face_1106,m,20,745.42,64.08,111.63
face_1107,f,21,260.1,57.69,120.54
face_1108,f,28,668.56,59.7,117.87
face_1109,f,28,517.73,60.72,111.85
face_1110,m,46,669.37,66.89,108.88
face_1111,m,35,614.22,65.15,114.96
face_1112,m,34,1015.91,66.05,116.59
face_1113,m,46,545.55,66.74,111.74
face_1114,m,37,554.76,65.51,114.53
face_1115,f,21,427.36,63.7,108.14
face_1116,f,36,458.46,59.25,114.64
face_1117,m,36,474.1,63.63,116.25
face_1118,f,24,750.13,59.05,119.39
face_1119,f,23,782.4,62.31,108.91
face_1120,f,18,870.17,64.35,110.28
face_1121,f,57,880.88,59.38,116.33
face_1122,m,54,663.88,64.71,115.02
face_1123,m,37,632.13,67.47,111.35
face_1124,m,57,511.94,64.9,114.21
face_1125,m,60,540.71,62.58,113.77
face_1126,f,50,1188.48,58.33,118.29
face_1127,f,18,870.71,63.769999999999996,108.72
face_1128,m,19,777.27,63.71,113.54
face_1129,m,52,578.07,66.8,114.11
face_1130,f,20,948.89,60.69,114.47
face_1131,m,25,677.17,65.71,111.91
face_1132,f,51,700.14,59.11,118.04
face_1133,m,49,324.92,61.94,120.9
face_1134,m,29,559.2,64.27,114.15
face_1135,f,43,309.85,62.05,113.28
face_1136,f,22,750,59.91,116.88
face_1137,m,18,956.86,63.94,110.82
face_1138,m,23,359.81,65.34,113.48
face_1139,f,49,1000.9,62.150000000000006,111.94
face_1140,m,32,616.59,66.53,113.95
face_1141,f,22,559.39,63.980000000000004,114.37
face_1142,m,36,376.71,61.89,113.18
face_1143,m,34,789.72,65.35,114.24
face_1144,m,28,341.96,62.32,115.6
face_1145,f,26,661.39,64.91,107.78
face_1146,m,23,312.51,64.88,116.03
face_1147,f,36,275.1,58.3,115.63
face_1148,m,51,1033.65,63.53,115.22
face_1149,f,42,494.99,61.64,116.25
face_1150,f,36,590.49,66.81,108.77
face_1151,f,35,412.7,61.760000000000005,116.21
face_1152,m,32,526.5,65.95,116.97
face_1153,m,35,394.69,66.38,113.93
face_1154,f,24,395.12,62.290000000000006,115
face_1155,m,38,589.49,55.44,125.19
face_1156,m,18,436.36,62.29,117.92
face_1157,f,54,346.81,58.45,118.47
face_1158,f,25,904.29,63.769999999999996,111.04
face_1159,f,25,506.56,59.59,114.7
face_1160,f,24,841,60.15,112.22
face_1161,m,39,813.32,66.23,113.8
face_1162,f,47,672.34,67.76,107.62
face_1163,f,26,451.81,60.43,113.24
face_1164,f,51,762.14,63.730000000000004,115.18
face_1165,f,44,651.07,61.61,115.97
face_1166,m,19,1094.92,64.39,110.89
face_1167,m,38,951.01,63.85,114.23
face_1168,f,47,875.36,64.71,111.71
face_1169,m,37,614.33,63.03,114.53
face_1170,f,48,250.29,64.1,111.33
face_1171,f,37,268.99,57.38,119.61
face_1172,m,41,299.61,64.25,109.96
face_1173,f,29,722.52,63.28,116.44
face_1174,m,32,455.69,67.82,108.38
face_1175,m,46,834.46,63.56,113.76
face_1176,f,59,342.09,63.18000000000001,111.18
face_1177,f,28,414.67,61.84,116.84
face_1178,f,30,613.05,60.72,115.92
face_1179,f,40,294.15,59.97,116.96
face_1180,f,56,789.31,61.510000000000005,112.19
face_1181,m,39,870.63,66.41,108.01
face_1182,m,36,540.36,63.57,110.37
face_1183,f,32,650.72,59.96,114.17
face_1184,f,42,482.1,58.72,113.63
face_1185,m,59,438.81,61.49,113.81
face_1186,m,51,804.73,64.43,112.85
face_1187,f,26,825.32,63.629999999999995,113.25
face_1188,m,39,1129.26,64.2,111.94
face_1189,m,57,432.83,65.01,113.85
face_1190,m,43,417.18,62.98,112.68
face_1191,f,27,506.52,61.37,114.9
face_1192,f,51,1026.58,58.01,119.04
face_1193,f,38,796.25,65.75,110.57
face_1194,m,60,573.4,64.16,116.65
face_1195,f,55,783.51,61.44,108.81
face_1196,m,35,913.91,68.53,111.34
face_1197,f,40,586.6,53.87,124.99
face_1198,m,53,582.52,67.69,112.13
face_1199,f,49,575.33,57.54,119.6
face_1200,m,30,647.82,67.86,113.53
face_1201,m,59,345.92,63.14,109.49
face_1202,f,25,669.47,66.76,106.43
face_1203,m,36,757.83,60.4,114.67
face_1204,f,58,568.75,59.67,110.63
face_1205,m,32,405.47,65.79,116.06
face_1206,f,46,956.38,62.42,112.77
face_1207,m,27,565.2,61.25,115.39
face_1208,m,39,401.03,62.45,114.65
face_1209,f,27,1122.67,63.41,109.18
face_1210,f,33,474.9,62.870000000000005,112.05
face_1211,f,23,537.82,65.34,106.54
face_1212,f,34,260.42,64.01,111.91
face_1213,m,29,304.36,58.75,117.69
face_1214,m,18,388.82,64.24,113.09
face_1215,f,32,569.93,64.33,111.09
face_1216,m,55,213.64,65.4,113.73
face_1217,f,46,538.85,57.16,119.06
face_1218,f,55,655.23,60.83,110.54
face_1219,f,38,439.17,59.82,119.01
face_1220,m,48,765.23,64.37,112.05
face_1221,m,54,498.82,62.65,110.81
face_1222,f,36,387.15,60.92,117.53
face_1223,m,51,1011.4,63.29,118.71
face_1224,f,56,449.08,62.629999999999995,113.36
face_1225,m,18,557.15,61.62,114.01
face_1226,m,60,423.05,62.31,109.65
face_1227,m,44,474.36,59.5,115.92
face_1228,m,24,716.89,63.83,118.01
face_1229,f,57,617.39,66.06,110.46
face_1230,m,59,621.67,65.21,116.7
face_1231,f,47,823.25,62.739999999999995,106.98
face_1232,f,22,401.13,66.77,113.64
face_1233,f,35,676.23,63.75,112.73
face_1234,f,56,367.17,58.4,113.59
face_1235,m,36,801.56,62.97,117.55
face_1236,m,48,570.89,63.19,116.87
face_1237,f,45,370.93,62.790000000000006,108.82
face_1238,f,20,840.75,62.58,108.54
face_1239,f,33,541.65,64.09,113.72
face_1240,m,55,673.73,56.8,121.53
face_1241,f,59,337.51,62.81,114.9
face_1242,m,28,678.66,57.38,121.12
face_1243,f,25,724.09,61.39,114.06
face_1244,m,58,590.44,69.45,109.59
face_1245,m,55,382.29,63.89,115.04
face_1246,m,21,779.42,66.68,110.46
face_1247,m,27,267.13,67.06,110.88
face_1248,f,54,702.9,56.96,115.15
face_1249,f,28,751.85,60.97,118.07
face_1250,f,51,1025.61,59.6,117.21
face_1251,m,42,766.12,58.6,115.73
face_1252,m,19,252.68,66.22,107.06
face_1253,m,26,469.77,63.84,110.37
face_1254,f,39,268.48,61.11,114.27
face_1255,m,31,847.26,65.16,113.29
face_1256,m,34,661.11,64.66,114.73
face_1257,f,42,540.52,60.25,110.96
face_1258,m,51,343.45,65,111.83
face_1259,f,42,456.61,58.58,116.02
face_1260,f,32,477.14,65.42,108.27
face_1261,m,44,843.47,64.12,112.58
face_1262,f,50,737.95,60.65,115.03
face_1263,m,33,367.1,64.41,112.44
face_1264,f,23,572.92,62.269999999999996,114.83
face_1265,f,53,449.32,61.91,108.3
face_1266,f,37,806.62,60.21,116.57
face_1267,m,29,480.74,63.88,113.8
face_1268,m,21,587.14,66.74,110.56
face_1269,m,25,527.77,62.11,116.51
face_1270,f,37,266.53,63.81999999999999,110.72
face_1271,f,48,729.47,67.69,107.78
face_1272,m,45,502.77,63.6,115.09
face_1273,m,60,517.79,63.49,111.41
face_1274,f,31,812.04,58.92,118.33
face_1275,m,51,756.06,62.63,112.02
face_1276,m,37,469.89,62.51,112.77
face_1277,m,46,1197.55,61.16,115.74
face_1278,m,18,490.14,67.9,114.43
face_1279,f,42,574.08,60.97,115.37
face_1280,f,60,936.72,58.97,110.66
face_1281,f,23,399.95,61.17,118.16
face_1282,f,51,574.86,65.62,112.41
face_1283,f,34,341.29,60.57,114.53
face_1284,f,55,616.46,59.77,113.24
face_1285,m,35,683.71,63.02,117.33
face_1286,m,42,1012.86,65.33,117.57
face_1287,f,36,411.8,61.36,113.2
face_1288,m,34,373.87,67.59,112.1
face_1289,m,41,765.4,62.79,115.37
face_1290,m,39,577.33,65.7,113.67
face_1291,m,52,351.32,66.24,113.02
face_1292,m,20,338.09,67.38,109.01
face_1293,f,55,827.52,61.01,111.67
face_1294,f,42,460.63,62.33,106.42
face_1295,f,51,353.24,59.83,117.09
face_1296,m,37,1078.2,64.92,106.83
face_1297,f,50,646.43,58.25,114.52
face_1298,m,37,1014.68,64.11,111.66
face_1299,m,51,335.19,62.25,116.31
face_1300,m,27,890.02,64.31,116.56
face_1301,f,27,686.82,62.709999999999994,111.13
face_1302,f,60,562.13,59,117.86
face_1303,m,49,463.01,60.8,118.03
face_1304,m,32,1210.11,63.62,112.98
face_1305,f,54,570.49,65.12,110.75
face_1306,f,26,569.45,61.78,116.38
face_1307,f,23,666.64,62.05,114.4
face_1308,f,37,328.49,59.87,119.89
face_1309,f,32,376.69,62.91,112.15
face_1310,m,53,317.67,67.4,110.49
face_1311,f,47,538.01,62.11,110.38
face_1312,m,21,754.51,63.21,114.63
face_1313,f,22,403.95,58.42,118.35
face_1314,f,41,403.35,61.78,114.08
face_1315,m,31,642.7,60.23,113.41
face_1316,m,24,373.8,62.04,115.64
face_1317,f,31,601.12,62.18000000000001,114.72
face_1318,m,53,642.54,63.17,117.51
face_1319,f,59,505.35,63.83,108.1
face_1320,m,48,435.42,63.97,112.98
face_1321,f,55,1343.06,62.120000000000005,113.41
face_1322,f,25,599.74,60.33,115.58
face_1323,m,43,427.73,62.56,110.18
face_1324,f,22,532.66,62.709999999999994,119.71
face_1325,f,26,476.17,63.400000000000006,111.57
face_1326,f,38,548.26,57.4,113.87
face_1327,f,20,430.35,59.52,115.22
face_1328,f,52,323.71,59.05,113
face_1329,f,49,612.51,61.47,112.54
face_1330,m,48,995.22,65.43,115.35
face_1331,m,19,1568.27,63.19,120.2
face_1332,m,20,863.71,63.63,116.23
face_1333,f,28,526.33,62.05,116.49
face_1334,f,53,734.53,61.84,114.82
face_1335,f,36,391.51,56.44,121.18
face_1336,f,37,536.62,62.22,111.91
face_1337,m,54,606.9,62.82,117.35
face_1338,f,52,374.35,62.040000000000006,111.02
face_1339,m,41,461.07,64.4,111.48
face_1340,f,46,616.5,62.45,113.26
face_1341,f,60,433.19,63.519999999999996,108.87
face_1342,m,59,715.69,67.16,111.95
face_1343,f,51,881.7,60.76,116.83
face_1344,f,34,574.18,62.56999999999999,113.52
face_1345,f,57,488.47,62.41,110.74
face_1346,m,19,326.51,65.68,109.82
face_1347,m,43,541.43,65.78,115.92
face_1348,m,44,302.07,64.76,112.5
face_1349,f,60,368.42,61.19,113.89
face_1350,m,42,534.71,64.16,110.81
face_1351,m,27,429.15,60.02,112.56
face_1352,m,19,417.81,69.04,108.44
face_1353,m,30,428.08,59.19,118.47
face_1354,f,24,581.11,62.349999999999994,116.4
face_1355,f,47,408.75,64.51,106.78
